content_id,nudity_level,violence_level,profanity_level,alcohol_level,frightening_level
3846,Mild,Moderate,Mild,Mild,Mild
3847,None,Severe,Severe,None,Moderate
3848,Mild,None,Mild,None,Mild
3849,Moderate,No Rate,Severe,No Rate,No Rate
3850,No Rate,No Rate,No Rate,No Rate,No Rate
3851,No Rate,No Rate,No Rate,No Rate,No Rate
3852,Mild,Severe,Moderate,Mild,Moderate
3853,None,Severe,None,Severe,Severe
3854,Severe,Severe,Severe,Moderate,Moderate
3855,None,Moderate,Mild,None,Moderate
3856,Moderate,Moderate,Mild,Mild,No Rate
3857,Mild,None,None,Mild,Mild
3858,Mild,Mild,Severe,Mild,Mild
3859,Mild,Moderate,Mild,Mild,Moderate
3860,No Rate,No Rate,No Rate,No Rate,No Rate
3861,None,Mild,Mild,Mild,Mild
3862,Mild,Mild,None,None,None
3863,Mild,Mild,Moderate,Mild,Mild
3864,Mild,Moderate,Mild,Mild,Moderate
3865,Mild,Moderate,None,Mild,Mild
3866,None,Mild,Mild,Mild,None
3867,None,Severe,Mild,Mild,Severe
3868,Severe,Severe,Moderate,Mild,Severe
3869,None,Mild,Mild,Mild,Mild
3870,None,None,Mild,None,Mild
3871,Mild,Moderate,Mild,Mild,Moderate
3872,None,No Rate,No Rate,No Rate,No Rate
3873,Moderate,Severe,Moderate,Mild,Moderate
3874,None,Severe,Moderate,Mild,Severe
3875,Mild,Mild,Mild,Mild,None
3876,Moderate,No Rate,No Rate,No Rate,No Rate
3877,Mild,Moderate,Moderate,Mild,Mild
3878,Severe,Moderate,Moderate,Mild,Severe
3879,Mild,Mild,Moderate,Mild,None
3880,Mild,Moderate,Mild,Mild,Moderate
3881,None,Mild,None,Mild,Mild
3882,Mild,Mild,Moderate,Moderate,Moderate
3883,None,Mild,None,None,None
3884,Severe,Severe,Severe,Mild,Moderate
3885,None,Mild,None,None,Mild
3886,Moderate,Severe,Severe,Severe,Severe
3887,Mild,Mild,Mild,Mild,None
3888,None,Mild,None,Mild,Mild
3889,None,Mild,Moderate,Mild,None
3890,Mild,Mild,Mild,Mild,None
3891,Mild,Moderate,Mild,Severe,Mild
3892,Mild,None,Mild,Mild,None
3893,Moderate,Moderate,Moderate,Mild,Mild
3894,Mild,Mild,Mild,Mild,Mild
3895,Moderate,Moderate,Mild,Mild,Moderate
3896,None,Moderate,Mild,Mild,Moderate
3897,None,Severe,Severe,Mild,Severe
3898,Moderate,Severe,Moderate,Moderate,Severe
3899,Moderate,Moderate,Severe,Severe,Moderate
3900,No Rate,Mild,None,Mild,Mild
3901,Moderate,Moderate,Severe,Moderate,Mild
3902,Mild,Severe,Moderate,No Rate,No Rate
3903,Moderate,Severe,Moderate,Moderate,Severe
3904,Severe,Severe,Severe,Mild,Severe
3905,None,Mild,Mild,None,Mild
3906,None,Mild,None,None,None
3907,No Rate,None,None,None,None
3908,No Rate,No Rate,No Rate,No Rate,No Rate
3909,Mild,Mild,Mild,Mild,Moderate
3910,Severe,None,Mild,Mild,None
3911,Mild,None,None,Moderate,None
3912,Mild,Moderate,None,Mild,Severe
3913,Mild,None,Severe,Moderate,None
3914,Mild,None,None,None,None
3915,Mild,No Rate,No Rate,Mild,Mild
3916,Moderate,Severe,Severe,Moderate,Severe
3917,Severe,No Rate,Moderate,Moderate,Severe
3918,None,Moderate,Moderate,Moderate,Moderate
3919,None,Severe,Mild,Mild,Moderate
3920,Severe,Severe,Moderate,Moderate,Severe
3921,None,Mild,None,None,Moderate
3922,None,Mild,None,None,Mild
3923,Moderate,Mild,Moderate,Moderate,None
3924,None,Mild,None,None,None
3925,None,None,Mild,Mild,None
3926,Severe,Severe,Severe,Mild,Severe
3927,Moderate,Moderate,Mild,Mild,Severe
3928,None,Moderate,Moderate,Mild,Moderate
3929,Mild,None,Mild,Mild,None
3930,No Rate,No Rate,No Rate,No Rate,No Rate
3931,No Rate,No Rate,No Rate,No Rate,No Rate
3932,Mild,None,Moderate,Mild,None
3933,Moderate,None,Mild,Mild,Mild
3934,Moderate,None,Mild,Mild,None
3935,None,Moderate,Mild,Mild,Moderate
3936,Moderate,Mild,Mild,None,Mild
3937,No Rate,No Rate,No Rate,No Rate,No Rate
3938,Mild,Moderate,Moderate,Moderate,Mild
3939,Mild,Moderate,Mild,Moderate,Moderate
3940,Moderate,Moderate,Moderate,Mild,Moderate
3941,Moderate,Moderate,Severe,Moderate,Moderate
3942,Moderate,Moderate,Moderate,Mild,Mild
3943,Mild,Mild,None,Mild,Mild
3944,Severe,Severe,Severe,Severe,Severe
3945,Moderate,Mild,Severe,Severe,None
3946,Moderate,Mild,Mild,Mild,Moderate
3947,No Rate,No Rate,No Rate,No Rate,No Rate
3948,Mild,Severe,None,Mild,Severe
3949,No Rate,No Rate,No Rate,No Rate,No Rate
3950,Mild,Moderate,Mild,None,Mild
3951,Mild,No Rate,No Rate,No Rate,No Rate
3952,Mild,Mild,Moderate,Moderate,Mild
3953,No Rate,No Rate,No Rate,No Rate,No Rate
3954,Mild,Moderate,Moderate,Mild,Moderate
3955,None,Moderate,Mild,Mild,Moderate
3956,Mild,Severe,Moderate,Mild,Moderate
3957,Mild,None,Mild,Mild,None
3958,Moderate,Severe,Severe,Moderate,Moderate
3959,None,Moderate,Mild,None,Moderate
3960,No Rate,No Rate,No Rate,No Rate,No Rate
3961,Mild,None,Moderate,Mild,Mild
3962,Moderate,Mild,Moderate,Moderate,None
3963,Mild,Moderate,Mild,Mild,Moderate
3964,Moderate,Moderate,Severe,Moderate,Severe
3965,Moderate,Moderate,Moderate,Moderate,Mild
3966,None,Moderate,Moderate,Mild,Moderate
3967,Mild,Mild,Moderate,Mild,Moderate
3968,Mild,Severe,Severe,Moderate,Moderate
3969,Moderate,Severe,Moderate,Mild,Severe
3970,None,Mild,None,None,Moderate
3971,No Rate,No Rate,No Rate,No Rate,No Rate
3972,Severe,Severe,None,Mild,Severe
3973,Mild,Moderate,Mild,Moderate,Mild
3974,None,Moderate,Moderate,Mild,Mild
3975,Mild,Moderate,Mild,Mild,Mild
3976,Moderate,Severe,Moderate,Severe,Severe
3977,None,Moderate,Mild,Moderate,Moderate
3978,Moderate,Moderate,Severe,Moderate,Moderate
3979,Moderate,Moderate,Moderate,Mild,Moderate
3980,None,Mild,None,None,Mild
3981,No Rate,No Rate,No Rate,No Rate,No Rate
3982,Moderate,Mild,Severe,Mild,Mild
3983,None,Mild,None,None,Moderate
3984,Mild,Moderate,Mild,Moderate,Moderate
3985,Mild,Moderate,Moderate,Mild,Moderate
3986,None,Mild,Mild,None,Mild
3987,Mild,Severe,Moderate,None,Moderate
3988,Severe,Mild,Moderate,Mild,Mild
3989,Mild,Mild,Mild,Mild,Moderate
3990,Severe,Severe,Severe,Moderate,Severe
3991,Mild,Severe,Moderate,Mild,Severe
3992,None,Severe,Moderate,Mild,Severe
3993,Mild,None,Severe,Mild,None
3994,Moderate,Mild,Moderate,Moderate,Mild
3995,Mild,Severe,Moderate,Mild,Severe
3996,None,Mild,None,Mild,Moderate
3997,Mild,None,Moderate,Moderate,None
3998,None,None,No Rate,Mild,Mild
3999,Mild,None,Moderate,Mild,None
4000,Mild,Moderate,Mild,Moderate,Moderate
4001,None,Moderate,None,None,Moderate
4002,Moderate,Moderate,Mild,Mild,Moderate
4003,Mild,Mild,Severe,Mild,Mild
4004,None,Moderate,Moderate,Mild,Mild
4005,Mild,Moderate,Mild,Mild,Moderate
4006,Mild,Mild,Mild,Mild,None
4007,None,Severe,None,Mild,Mild
4008,Mild,None,Mild,Mild,Mild
4009,None,None,None,None,Mild
4010,Moderate,Severe,Moderate,Mild,Moderate
4011,Moderate,Severe,Moderate,Mild,Moderate
4012,None,Moderate,Moderate,Mild,Moderate
4013,None,None,None,No Rate,Mild
4014,None,None,Mild,Mild,None
4015,No Rate,No Rate,No Rate,No Rate,No Rate
4016,Severe,Moderate,Moderate,Mild,Moderate
4017,No Rate,No Rate,No Rate,No Rate,No Rate
4018,No Rate,No Rate,No Rate,No Rate,No Rate
4019,Mild,Mild,Moderate,Moderate,Mild
4020,Mild,Severe,Moderate,Mild,Severe
4021,None,Mild,Mild,Mild,Moderate
4022,Severe,Severe,Moderate,Mild,Severe
4023,No Rate,No Rate,Mild,No Rate,No Rate
4024,None,Mild,Mild,None,Mild
4025,Mild,None,Moderate,Mild,None
4026,Moderate,No Rate,Moderate,Moderate,Severe
4027,Mild,Mild,Moderate,Mild,Moderate
4028,None,None,Severe,Mild,None
4029,None,Mild,None,None,Mild
4030,None,Moderate,Mild,Mild,Moderate
4031,Severe,Severe,Moderate,Mild,Severe
4032,Mild,None,Moderate,Mild,Mild
4033,Mild,Moderate,Mild,Mild,Moderate
4034,Mild,Moderate,Mild,Mild,Moderate
4035,Moderate,Mild,Mild,Moderate,None
4036,None,Moderate,Mild,Mild,Severe
4037,None,Mild,Moderate,Mild,Mild
4038,Moderate,Mild,Moderate,Mild,None
4039,Moderate,Severe,Severe,Severe,Moderate
4040,Mild,Mild,Moderate,Moderate,Moderate
4041,Mild,Mild,Mild,Mild,Moderate
4042,Mild,Severe,Mild,Mild,Moderate
4043,Mild,None,Mild,Mild,None
4044,Mild,Mild,Mild,Mild,Mild
4045,Severe,Severe,Moderate,Moderate,Severe
4046,Severe,Severe,Mild,None,Severe
4047,Moderate,Moderate,Moderate,Mild,Moderate
4048,None,Mild,Mild,Mild,Mild
4049,None,Mild,Mild,Mild,Mild
4050,Mild,Mild,Mild,Mild,Mild
4051,No Rate,No Rate,No Rate,No Rate,No Rate
4052,Moderate,None,Moderate,Moderate,None
4053,Moderate,No Rate,Mild,Moderate,None
4054,Mild,None,Mild,Mild,None
4055,No Rate,No Rate,No Rate,No Rate,No Rate
4056,Moderate,None,Mild,Mild,None
4057,No Rate,No Rate,No Rate,No Rate,No Rate
4058,No Rate,No Rate,No Rate,No Rate,No Rate
4059,Mild,Severe,Severe,No Rate,Severe
4060,None,Mild,None,Mild,Moderate
4061,Moderate,Moderate,Mild,Mild,Moderate
4062,Mild,Severe,Severe,Severe,Severe
4063,None,Moderate,None,None,Mild
4064,Mild,Mild,Mild,None,Mild
4065,None,None,None,None,None
4066,None,Mild,None,None,Mild
4067,Moderate,Moderate,Moderate,Mild,Moderate
4068,None,Moderate,Moderate,Mild,Severe
4069,Mild,Moderate,Mild,Mild,Severe
4070,No Rate,No Rate,No Rate,No Rate,No Rate
4071,None,None,Mild,None,None
4072,Mild,Moderate,Moderate,Mild,Mild
4073,Moderate,Moderate,Severe,Moderate,Moderate
4074,Moderate,Severe,Severe,Severe,Moderate
4075,Moderate,Mild,Mild,Mild,Mild
4076,Severe,Severe,Severe,Moderate,Severe
4077,None,Moderate,Mild,Mild,Moderate
4078,Severe,Mild,Severe,Moderate,Mild
4079,None,Moderate,Moderate,Mild,Mild
4080,Moderate,Severe,Severe,Moderate,Severe
4081,None,Mild,None,None,Mild
4082,Moderate,None,Moderate,Severe,Mild
4083,No Rate,No Rate,No Rate,No Rate,No Rate
4084,Moderate,Mild,Severe,Moderate,None
4085,Mild,Moderate,Mild,Mild,Moderate
4086,Moderate,Severe,Mild,Mild,Moderate
4087,Mild,Mild,Moderate,Mild,None
4088,Mild,Moderate,Moderate,Mild,Moderate
4089,None,Moderate,Mild,Mild,Severe
4090,Mild,Moderate,Mild,Mild,Moderate
4091,Moderate,Mild,Severe,Moderate,None
4092,Moderate,Severe,Severe,Moderate,Moderate
4093,No Rate,No Rate,No Rate,No Rate,No Rate
4094,None,Severe,Mild,Mild,Moderate
4095,Mild,None,Mild,None,Mild
4096,No Rate,No Rate,No Rate,No Rate,No Rate
4097,Severe,Moderate,Severe,Severe,Severe
4098,Mild,Severe,Moderate,Moderate,Moderate
4099,None,Moderate,Mild,Mild,Moderate
4100,Mild,None,Mild,Mild,None
4101,Mild,None,Mild,Mild,None
4102,No Rate,No Rate,No Rate,No Rate,No Rate
4103,Moderate,Mild,Moderate,Moderate,Mild
4104,Mild,Severe,None,Mild,Moderate
4105,Mild,Moderate,Mild,Mild,Moderate
4106,Moderate,Moderate,Mild,None,Moderate
4107,Mild,Moderate,Mild,Mild,Moderate
4108,Severe,Severe,Severe,Mild,Severe
4109,No Rate,No Rate,No Rate,No Rate,No Rate
4110,Moderate,No Rate,Moderate,Moderate,No Rate
4111,None,Severe,Severe,Mild,Mild
4112,Mild,Moderate,Mild,Mild,Moderate
4113,Mild,Mild,Moderate,Mild,Mild
4114,Mild,Severe,Mild,Mild,Moderate
4115,None,Severe,Severe,Mild,Severe
4116,No Rate,No Rate,No Rate,No Rate,No Rate
4117,Moderate,Moderate,Severe,Moderate,Mild
4118,Mild,Moderate,Mild,Mild,Moderate
4119,Moderate,Severe,Moderate,Mild,Moderate
4120,No Rate,No Rate,No Rate,No Rate,No Rate
4121,None,Moderate,Mild,None,Moderate
4122,Moderate,Mild,Mild,Mild,None
4123,Moderate,Mild,Mild,Moderate,Mild
4124,None,Mild,Moderate,Mild,Mild
4125,None,None,Moderate,Moderate,None
4126,Mild,Moderate,Mild,Mild,Moderate
4127,Moderate,Moderate,Mild,Mild,Moderate
4128,Mild,Moderate,Mild,Mild,Moderate
4129,None,Moderate,Moderate,Mild,Severe
4130,Mild,Severe,Mild,Mild,Moderate
4131,Mild,Mild,Severe,Mild,Mild
4132,Mild,No Rate,No Rate,No Rate,No Rate
4133,Severe,Severe,Moderate,Moderate,Moderate
4134,None,Severe,Moderate,Mild,Moderate
4135,Mild,Mild,Moderate,Moderate,None
4136,Moderate,Mild,Severe,Moderate,None
4137,Mild,Severe,Severe,Severe,Moderate
4138,Mild,Moderate,No Rate,No Rate,No Rate
4139,None,Mild,Moderate,Mild,Moderate
4140,Moderate,Moderate,Mild,Mild,Moderate
4141,Moderate,Moderate,Severe,Mild,None
4142,Mild,Mild,Mild,None,Mild
4143,Mild,Severe,Moderate,Moderate,Moderate
4144,No Rate,No Rate,No Rate,No Rate,No Rate
4145,Mild,Moderate,Mild,Mild,Moderate
4146,None,Mild,Mild,None,Mild
4147,Mild,Severe,Mild,Mild,Severe
4148,Mild,Mild,Moderate,Mild,Moderate
4149,Mild,Mild,Mild,Mild,Moderate
4150,None,Moderate,Severe,Mild,Severe
4151,Moderate,Moderate,Mild,Mild,Mild
4152,Mild,None,Mild,Mild,None
4153,None,None,None,None,None
4154,None,Mild,Mild,Moderate,Mild
4155,Moderate,Moderate,No Rate,Moderate,No Rate
4156,None,Mild,None,None,Mild
4157,None,None,None,Mild,None
4158,None,Mild,None,Mild,None
4159,Mild,Moderate,Mild,Moderate,Moderate
4160,None,None,None,None,Mild
4161,Severe,Severe,Moderate,Moderate,Moderate
4162,Moderate,Mild,Severe,Moderate,Mild
4163,None,Mild,Moderate,Mild,Mild
4164,Moderate,Moderate,None,Mild,Mild
4165,Moderate,Severe,Severe,Moderate,Moderate
4166,Moderate,Moderate,Moderate,Mild,Mild
4167,No Rate,No Rate,No Rate,No Rate,No Rate
4168,Severe,Moderate,Severe,Severe,Mild
4169,Moderate,Moderate,Moderate,Mild,None
4170,Severe,Severe,Moderate,Mild,Severe
4171,Mild,Mild,Mild,Mild,Moderate
4172,Moderate,Moderate,Mild,Moderate,Mild
4173,None,Mild,None,Mild,Mild
4174,Moderate,Moderate,Mild,None,Moderate
4175,Moderate,Severe,Mild,Mild,Severe
4176,Severe,Severe,Severe,Moderate,Moderate
4177,Moderate,Moderate,Mild,Moderate,Mild
4178,Mild,Moderate,Moderate,Mild,Moderate
4179,Moderate,Mild,None,Mild,Mild
4180,None,Mild,Mild,Mild,Mild
4181,Mild,Mild,Mild,Mild,Moderate
4182,Mild,Mild,Mild,Mild,Moderate
4183,None,None,None,None,None
4184,No Rate,No Rate,No Rate,No Rate,No Rate
4185,Mild,None,Moderate,Moderate,Mild
4186,Mild,Severe,Moderate,Mild,Moderate
4187,Mild,Moderate,Moderate,Mild,Moderate
4188,Mild,None,Severe,Mild,None
4189,Moderate,Mild,Moderate,Mild,Mild
4190,None,None,Moderate,Mild,None
4191,Severe,Mild,Severe,Severe,None
4192,Mild,Moderate,Moderate,Moderate,Moderate
4193,Severe,Moderate,Mild,Moderate,Moderate
4194,None,Moderate,Mild,Mild,Moderate
4195,None,Mild,None,Mild,Mild
4196,None,Mild,Mild,None,Mild
4197,Severe,Mild,Severe,Severe,Mild
4198,Severe,Mild,Severe,Moderate,None
4199,Moderate,Moderate,Mild,Mild,Moderate
4200,No Rate,No Rate,None,No Rate,No Rate
4201,No Rate,No Rate,No Rate,No Rate,No Rate
4202,None,None,None,None,Mild
4203,Moderate,None,Severe,Mild,No Rate
4204,Mild,Severe,Moderate,Severe,Moderate
4205,Severe,Severe,Severe,Moderate,Severe
4206,None,None,Mild,None,None
4207,No Rate,No Rate,No Rate,No Rate,No Rate
4208,Mild,Moderate,Mild,Mild,Moderate
4209,Mild,Moderate,Moderate,Mild,Mild
4210,Mild,Moderate,Mild,None,Moderate
4211,Moderate,Mild,Moderate,Mild,Mild
4212,None,Severe,Moderate,None,Moderate
4213,Mild,Mild,Severe,Mild,Moderate
4214,Moderate,Moderate,Moderate,Mild,Moderate
4215,Mild,Moderate,Severe,Moderate,None
4216,No Rate,No Rate,No Rate,No Rate,No Rate
4217,None,Moderate,Mild,None,Mild
4218,None,Severe,None,Mild,Severe
4219,Mild,Mild,Severe,Severe,None
4220,Moderate,Severe,Severe,Moderate,Severe
4221,Mild,Moderate,Moderate,Mild,Moderate
4222,Mild,Mild,Mild,Mild,Mild
4223,Mild,Mild,Moderate,Mild,None
4224,None,Mild,Mild,None,Moderate
4225,Severe,Moderate,Moderate,Mild,Mild
4226,No Rate,No Rate,No Rate,No Rate,No Rate
4227,None,Mild,Severe,Mild,Mild
4228,Moderate,Moderate,Moderate,Mild,Moderate
4229,None,Mild,Mild,Mild,None
4230,Mild,Severe,Severe,Severe,Severe
4231,None,None,None,None,Mild
4232,Severe,Mild,Mild,Moderate,Mild
4233,No Rate,No Rate,No Rate,No Rate,No Rate
4234,None,Moderate,None,Mild,Moderate
4235,Mild,Mild,Mild,None,None
4236,Severe,Severe,Moderate,Mild,Severe
4237,Moderate,Mild,Mild,Mild,Mild
4238,Mild,Severe,Mild,Mild,Severe
4239,Moderate,Moderate,Mild,Mild,Mild
4240,None,Mild,Mild,None,Mild
4241,None,Moderate,Mild,Mild,Moderate
4242,Moderate,Mild,Severe,Moderate,None
4243,Mild,Mild,No Rate,Moderate,No Rate
4244,Mild,Moderate,Severe,Moderate,Mild
4245,Severe,Severe,Severe,Mild,Mild
4246,No Rate,No Rate,No Rate,No Rate,No Rate
4247,Severe,Severe,Severe,Moderate,Severe
4248,Mild,Moderate,Moderate,Mild,Severe
4249,No Rate,No Rate,No Rate,No Rate,No Rate
4250,Mild,Severe,Moderate,Mild,Severe
4251,Moderate,Mild,Mild,Mild,Mild
4252,None,Mild,Mild,None,None
4253,Severe,Mild,Moderate,Severe,Moderate
4254,Moderate,Moderate,Moderate,Moderate,Moderate
4255,Mild,No Rate,Mild,Moderate,Mild
4256,Mild,None,None,Mild,Mild
4257,Mild,Moderate,Moderate,Mild,Moderate
4258,Mild,Mild,Mild,Mild,Mild
4259,None,Moderate,Mild,Mild,Moderate
4260,Mild,Moderate,Severe,Mild,Moderate
4261,Mild,Moderate,Mild,Mild,Moderate
4262,None,None,Mild,None,None
4263,Mild,Severe,Moderate,None,Moderate
4264,No Rate,No Rate,No Rate,No Rate,No Rate
4265,None,Severe,Moderate,Mild,Severe
4266,Mild,None,Mild,Mild,None
4267,None,Severe,Moderate,Mild,Moderate
4268,Moderate,Moderate,Moderate,Moderate,Moderate
4269,None,Severe,None,None,Moderate
4270,None,Mild,None,None,Mild
4271,Mild,Moderate,Moderate,Mild,Mild
4272,Moderate,Moderate,Mild,None,Moderate
4273,Moderate,Mild,Moderate,Mild,Mild
4274,None,None,Moderate,Mild,Mild
4275,No Rate,No Rate,No Rate,No Rate,No Rate
4276,Mild,Moderate,Moderate,Mild,Mild
4277,None,Mild,None,Mild,Mild
4278,None,Moderate,Mild,None,Moderate
4279,Mild,Mild,Mild,None,Mild
4280,Mild,Mild,None,Mild,None
4281,None,Mild,Mild,Mild,Moderate
4282,Mild,Severe,Moderate,Mild,Moderate
4283,Mild,Mild,Moderate,Mild,None
4284,No Rate,No Rate,No Rate,No Rate,No Rate
4285,None,None,None,Mild,None
4286,Mild,Mild,Moderate,Mild,Moderate
4287,None,None,None,Mild,Mild
4288,Severe,Severe,Moderate,Mild,Severe
4289,Mild,Moderate,Severe,Mild,Moderate
4290,Moderate,Moderate,Mild,Mild,Severe
4291,Moderate,Severe,Mild,Mild,Severe
4292,None,Severe,None,None,Moderate
4293,No Rate,No Rate,No Rate,No Rate,No Rate
4294,Mild,Mild,Mild,Moderate,Mild
4295,Moderate,Mild,Moderate,Mild,Mild
4296,None,None,None,None,None
4297,None,Mild,Mild,No Rate,No Rate
4298,Mild,Mild,Mild,Mild,Mild
4299,Moderate,Moderate,Moderate,Moderate,Moderate
4300,None,Mild,Moderate,Moderate,Moderate
4301,None,Moderate,Mild,Mild,Moderate
4302,Mild,Moderate,Mild,Mild,Mild
4303,Mild,None,Mild,Mild,None
4304,None,Moderate,Moderate,Mild,Mild
4305,Severe,Severe,Severe,Severe,Severe
4306,Moderate,Moderate,Mild,Mild,Moderate
4307,Mild,Mild,Mild,Mild,Mild
4308,Moderate,Moderate,Moderate,Moderate,Mild
4309,None,Mild,None,None,Mild
4310,Mild,No Rate,No Rate,No Rate,No Rate
4311,Mild,Mild,Severe,Moderate,Mild
4312,No Rate,No Rate,No Rate,No Rate,No Rate
4313,No Rate,No Rate,No Rate,No Rate,No Rate
4314,None,Mild,Moderate,Moderate,Moderate
4315,None,Severe,Moderate,Mild,Severe
4316,Mild,Mild,Mild,Mild,Mild
4317,None,Severe,Mild,Mild,Severe
4318,Moderate,Severe,Moderate,Mild,Severe
4319,Mild,Moderate,Mild,None,Moderate
4320,No Rate,No Rate,No Rate,No Rate,No Rate
4321,Mild,Severe,Moderate,Moderate,Severe
4322,None,Mild,None,None,Moderate
4323,Mild,Mild,None,Mild,Mild
4324,No Rate,No Rate,No Rate,No Rate,No Rate
4325,Mild,Severe,Mild,Mild,Moderate
4326,Mild,Mild,None,Mild,Moderate
4327,Mild,Moderate,Mild,Moderate,Moderate
4328,Moderate,Mild,Moderate,Mild,None
4329,Severe,Moderate,Moderate,Moderate,Moderate
4330,None,Mild,None,None,Mild
4331,Mild,Severe,Moderate,None,Moderate
4332,Moderate,Severe,Severe,Mild,Severe
4333,No Rate,No Rate,No Rate,No Rate,No Rate
4334,Moderate,Moderate,Moderate,Mild,Severe
4335,No Rate,No Rate,No Rate,No Rate,No Rate
4336,Mild,None,Moderate,Moderate,None
4337,No Rate,No Rate,No Rate,No Rate,No Rate
4338,Mild,Moderate,Moderate,Mild,Moderate
4339,Moderate,None,Mild,Mild,None
4340,None,Severe,Moderate,Mild,Severe
4341,Mild,Moderate,Mild,Mild,Moderate
4342,Moderate,None,Moderate,Moderate,None
4343,None,None,Mild,Mild,None
4344,Mild,Moderate,Severe,Moderate,Moderate
4345,Mild,Moderate,Moderate,Mild,Moderate
4346,No Rate,No Rate,No Rate,No Rate,No Rate
4347,Mild,Mild,Mild,Mild,None
4348,None,Mild,Mild,Mild,Mild
4349,No Rate,No Rate,No Rate,No Rate,No Rate
4350,Moderate,Moderate,Severe,Moderate,Moderate
4351,None,Severe,Severe,Severe,Severe
4352,Mild,None,None,Mild,None
4353,Mild,Severe,Severe,Mild,Moderate
4354,Mild,Mild,Mild,Moderate,None
4355,Moderate,Moderate,Moderate,Mild,Moderate
4356,Mild,Mild,Mild,None,Mild
4357,No Rate,Mild,No Rate,No Rate,No Rate
4358,No Rate,No Rate,No Rate,Mild,Mild
4359,Moderate,Severe,Severe,Moderate,Severe
4360,Mild,Mild,Moderate,Moderate,None
4361,No Rate,No Rate,No Rate,No Rate,No Rate
4362,None,Mild,None,None,Moderate
4363,Severe,Mild,Mild,Mild,Mild
4364,Moderate,Mild,Moderate,Mild,None
4365,No Rate,No Rate,No Rate,No Rate,No Rate
4366,No Rate,No Rate,No Rate,No Rate,No Rate
4367,Severe,Severe,Severe,Moderate,Severe
4368,No Rate,No Rate,No Rate,No Rate,No Rate
4369,None,Mild,Mild,Moderate,Mild
4370,Moderate,Mild,Severe,Severe,Mild
4371,None,Mild,Mild,None,Moderate
4372,Mild,Mild,Moderate,Mild,None
4373,No Rate,No Rate,No Rate,No Rate,No Rate
4374,Moderate,Mild,Severe,Mild,Mild
4375,No Rate,No Rate,No Rate,No Rate,No Rate
4376,Mild,None,Mild,Mild,Mild
4377,No Rate,No Rate,No Rate,No Rate,No Rate
4378,No Rate,No Rate,No Rate,No Rate,No Rate
4379,None,None,Mild,Mild,Moderate
4380,None,Moderate,Mild,Mild,Severe
4381,No Rate,No Rate,No Rate,No Rate,No Rate
4382,No Rate,No Rate,No Rate,No Rate,No Rate
4383,Mild,None,Mild,Mild,None
4384,Mild,No Rate,Moderate,No Rate,No Rate
4385,Mild,Mild,Mild,Moderate,Moderate
4386,Mild,Moderate,Severe,Mild,Moderate
4387,Moderate,Moderate,Severe,Moderate,Moderate
4388,None,Mild,Severe,Mild,Moderate
4389,Mild,Mild,Moderate,Moderate,None
4390,Mild,Severe,Mild,Mild,Moderate
4391,No Rate,Severe,Moderate,No Rate,No Rate
4392,None,Moderate,Mild,Mild,Mild
4393,None,Mild,None,Mild,Mild
4394,None,Mild,None,None,Mild
4395,No Rate,No Rate,No Rate,No Rate,No Rate
4396,No Rate,No Rate,No Rate,No Rate,No Rate
4397,None,None,None,None,Mild
4398,Mild,Moderate,None,None,Mild
